brand,model,generation,eng_cap,prod_year,power,fuel_type,car_body,mileage,color,condition,transmission,origin,price,source
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2014,184 KM,Diesel,Kombi,191 859 km,Srebrny,Używane,Automatyczna,Unknown,55 000PLN,OTOMOTO
BMW,Seria 3,Unknown,1 985 cm³,2003,150 KM,Diesel,Kombi,354 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,4 900 zł,OLX
BMW,Seria 3,Unknown,1 796 cm³,2004,116 KM,Benzyna,Kombi,275 000 km,Zielony,Nieuszkodzony,Manualna,Niemcy,10 500 złdo negocjacji,OLX
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2020,190 KM,Diesel,Kombi,189 035 km,Biały,Używane,Automatyczna,Polska,105 900PLN,OTOMOTO
BMW,Seria 3,Unknown,3 000 cm³,2002,231 KM,Benzyna,Kabriolet,105 000 km,Srebrny,Nieuszkodzony,Automatyczna,Stany Zjednoczone,39 500 zł,OLX
BMW,Seria 3,Unknown,1 995 cm³,2008,170 KM,Benzyna,Kabriolet,175 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,37 600 złdo negocjacji,OLX
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2008,177 KM,Diesel,Kombi,289 756 km,Srebrny,Używane,Automatyczna,Unknown,16 900PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2020,190 KM,Diesel,Sedan,41 960 km,Biały,Używane,Automatyczna,Polska,159 999PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2013,183 KM,Diesel,Kombi,180 000 km,Czarny,Używane,Automatyczna,Unknown,66 990PLN,OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2008,163 KM,Benzyna,Kombi,244 319 km,Czarny,Używane,Manualna,Niemcy,18 000PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2019,292 KM,Hybryda,Sedan,90 000 km,Granatowy,Używane,Automatyczna,Polska,129 900PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2023,150 KM,Diesel,Sedan,20 km,Biały,Nowe,Automatyczna,Unknown,217 900PLN,OTOMOTO
BMW,Seria 3,Unknown,1 995 cm³,2013,143 KM,Diesel,Kombi,247 500 km,Czarny,Nieuszkodzony,Manualna,Belgia,35 900 złdo negocjacji,OLX
BMW,Seria 3,Unknown,2 996 cm³,2006,218 KM,Benzyna,Sedan,286 000 km,Żółty – Złoty,Nieuszkodzony,Automatyczna,Unknown,20 900 zł,OLX
BMW,Seria 3,Unknown,3 000 cm³,2005,231 KM,Diesel,Kombi,368 000 km,Niebieski,Nieuszkodzony,Automatyczna,Unknown,17 400 zł,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2014,184 KM,Diesel,Kombi,232 500 km,Czarny,Używane,Automatyczna,Niemcy,51 000PLN,OTOMOTO
BMW,Seria 3,Unknown,1 995 cm³,2005,163 KM,Diesel,Sedan,365 134 km,Srebrny,Nieuszkodzony,Automatyczna,Niemcy,20 900 zł,OLX
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2006,163 KM,Diesel,Kombi,330 000 km,Czarny,Używane,Manualna,Niemcy,16 000PLN,OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2007,143 KM,Diesel,Sedan,220 000 km,Czarny,Używane,Manualna,Unknown,23 000PLN,OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2005,150 KM,Benzyna,Sedan,234 451 km,Czarny,Używane,Manualna,Niemcy,17 900PLN,OTOMOTO
BMW,Seria 3,Unknown,2 979 cm³,2014,306 KM,Benzyna,Kombi,247 000 km,Biały,Nieuszkodzony,Automatyczna,Polska,80 900 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 991 cm³,1994,149 KM,Benzyna,Coupe,149 500 km,Niebieski,Nieuszkodzony,Automatyczna,Niemcy,21 500 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2015,190 KM,Diesel,Kombi,209 000 km,Szary,Używane,Automatyczna,Unknown,60 800PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2023,184 KM,Benzyna,Kombi,17 861 km,Szary,Używane,Automatyczna,Polska,204 900PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2023,184 KM,Benzyna,Sedan,29 388 km,Szary,Używane,Automatyczna,Polska,199 900PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2014,163 KM,Diesel,Kombi,191 000 km,Szary,Używane,Automatyczna,Niemcy,49 000PLN,OTOMOTO
BMW,Seria 3,Unknown,1 800 cm³,2006,123 KM,Diesel,Sedan,365 022 km,Czarny,Nieuszkodzony,Manualna,Niemcy,16 000 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 800 cm³,1998,115 KM,Benzyna,Sedan,314 km,Czerwony,Nieuszkodzony,Manualna,Polska,4 950 zł,OLX
BMW,Seria 3,Unknown,2 000 cm³,2005,163 KM,Diesel,Sedan,352 km,Niebieski,Uszkodzony,Manualna,Unknown,17 400 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 995 cm³,2008,177 KM,Diesel,Kombi,348 000 km,Srebrny,Nieuszkodzony,Manualna,Polska,22 500 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 997 cm³,2013,248 KM,Benzyna,Sedan,184 000 km,Szary,Nieuszkodzony,Automatyczna,Stany Zjednoczone,65 000 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2014,143 KM,Diesel,Kombi,214 000 km,Biały,Używane,Manualna,Włochy,41 900PLN,OTOMOTO
BMW,Seria 3,Unknown,2 cm³,2003,143 KM,Benzyna,Sedan,284 706 km,Inny kolor,Nieuszkodzony,Manualna,Unknown,10 700 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2017,150 KM,Diesel,Kombi,203 000 km,Inny kolor,Używane,Automatyczna,Niemcy,55 500PLN,OTOMOTO
BMW,Seria 3,Unknown,1 796 cm³,2002,116 KM,LPG,Hatchback,290 000 km,Niebieski,Nieuszkodzony,Manualna,Polska,5 500 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2018,190 KM,Diesel,Sedan,93 000 km,Czarny,Używane,Automatyczna,Polska,81 999PLN,OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2012,177 KM,Diesel,Kombi,206 464 km,Szary,Używane,Automatyczna,Unknown,25 500PLN,OTOMOTO
BMW,Seria 3,Unknown,2 500 cm³,2007,218 KM,Benzyna,Coupe,265 000 km,Niebieski,Uszkodzony,Manualna,Wielka Brytania,10 500 złdo negocjacji,OLX
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2008,177 KM,Diesel,Kombi,250 000 km,Szary,Używane,Manualna,Niemcy,24 999PLN,OTOMOTO
BMW,Seria 3,Unknown,2 000 cm³,2013,184 KM,Diesel,Kombi,178 000 km,Biały,Nieuszkodzony,Manualna,Niemcy,50 000 złdo negocjacji,OLX
BMW,Seria 3,Unknown,3 000 cm³,1999,400 KM,Benzyna,Coupe,265 050 km,Niebieski,Nieuszkodzony,Manualna,Niemcy,60 000 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 796 cm³,2004,116 KM,Benzyna,Kombi,275 000 km,Zielony,Nieuszkodzony,Manualna,Niemcy,10 500 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 995 cm³,2013,184 KM,Diesel,Sedan,174 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,58 500 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2019,190 KM,Diesel,Kombi,59 822 km,Czarny,Używane,Automatyczna,Niemcy,97 900PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),2 998 cm3,2021,374 KM,Benzyna,Kombi,46 346 km,Szary,Używane,Automatyczna,Polska,257 999PLN,OTOMOTO
BMW,Seria 3,Unknown,2 000 cm³,2013,148 KM,Diesel,Coupe,330 000 km,Czarny,Nieuszkodzony,Automatyczna,Unknown,49 000 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 998 cm3,2017,183 KM,Benzyna,Sedan,104 000 km,Biały,Używane,Automatyczna,Polska,95 000PLN,OTOMOTO
BMW,Seria 3,Unknown,2 926 cm³,2001,184 KM,Diesel,Kombi,506 000 km,Zielony,Nieuszkodzony,Manualna,Unknown,9 990 złdo negocjacji,OLX
BMW,Seria 3,E36 (1990-1999),1 795 cm3,1993,113 KM,Benzyna,Sedan,163 700 km,Beżowy,Używane,Manualna,Niemcy,16 999PLN,OTOMOTO
BMW,Seria 3,Unknown,1 995 cm³,2007,122 KM,Diesel,Sedan,249 500 km,Czarny,Nieuszkodzony,Manualna,Niemcy,17 900 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2018,150 KM,Diesel,Kombi,172 250 km,Biały,Używane,Automatyczna,Unknown,95 000PLN,OTOMOTO
BMW,Seria 3,Unknown,2 500 cm³,1999,170 KM,Benzyna,Coupe,318 000 km,Srebrny,Nieuszkodzony,Automatyczna,Unknown,15 000 złdo negocjacji,OLX
BMW,Seria 3,E46 (1998-2007),1 895 cm3,1999,105 KM,Benzyna,Sedan,225 000 km,Czerwony,Używane,Automatyczna,Niemcy,6 900PLN,OTOMOTO
BMW,Seria 3,E46 (1998-2007),2 979 cm3,2003,231 KM,Benzyna+LPG,Sedan,254 634 km,Srebrny,Używane,Automatyczna,Unknown,20 000PLN,OTOMOTO
BMW,Seria 3,Unknown,3 000 cm³,2012,258 KM,Diesel,Kombi,277 000 km,Biały,Nieuszkodzony,Automatyczna,Unknown,79 999 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 998 cm³,2017,185 KM,Diesel,Sedan,205 000 km,Biały,Nieuszkodzony,Automatyczna,Polska,72 900 zł,OLX
BMW,Seria 3,G20/G21 (2019-),2 993 cm3,2023,286 KM,Diesel,Sedan,5 000 km,Szary,Używane,Automatyczna,Polska,299 000PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2023,245 KM,Benzyna,Sedan,10 km,Niebieski,Nowe,Automatyczna,Polska,297 900PLN,OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),2 993 cm3,2007,285 KM,Diesel,Kombi,357 700 km,Czarny,Używane,Automatyczna,Niemcy,54 000PLN,OTOMOTO
BMW,Seria 3,Unknown,1 596 cm³,1995,102 KM,Benzyna,Sedan,297 700 km,Zielony,Nieuszkodzony,Manualna,Niemcy,6 400 złdo negocjacji,OLX
BMW,Seria 3,Unknown,Unknown,1998,Unknown,LPG,Sedan,300 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,7 700 złdo negocjacji,OLX
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2019,190 KM,Diesel,Kombi,95 348 km,Biały,Używane,Automatyczna,Polska,128 000PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),1 499 cm3,2019,136 KM,Benzyna,Kombi,156 200 km,Czarny,Używane,Manualna,Niemcy,59 900PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2023,190 KM,Diesel,Sedan,6 km,Niebieski,Nowe,Automatyczna,Unknown,259 000PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2023,184 KM,Benzyna,Kombi,18 345 km,Szary,Używane,Automatyczna,Polska,204 900PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2019,190 KM,Diesel,Kombi,88 871 km,Szary,Używane,Automatyczna,Unknown,129 900PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2023,156 KM,Benzyna,Sedan,8 000 km,Biały,Używane,Automatyczna,Polska,189 900PLN,OTOMOTO
BMW,Seria 3,Unknown,3 000 cm³,2003,231 KM,Benzyna,Coupe,141 223 km,Srebrny,Nieuszkodzony,Manualna,Wielka Brytania,13 700 zł,OLX
BMW,Seria 3,Unknown,2 500 cm³,2001,192 KM,Benzyna,Coupe,284 500 km,Czarny,Nieuszkodzony,Manualna,Polska,15 000 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 951 cm³,2001,130 KM,Diesel,Sedan,300 000 km,Niebieski,Nieuszkodzony,Manualna,Unknown,4 300 zł,OLX
BMW,Seria 3,Unknown,2 000 cm³,2002,170 KM,Diesel,Kombi,420 000 km,Szary,Nieuszkodzony,Manualna,Unknown,9 999 złdo negocjacji,OLX
BMW,Seria 3,Unknown,2 200 cm³,2000,170 KM,Benzyna,Sedan,330 000 km,Zielony,Nieuszkodzony,Manualna,Unknown,8 900 złdo negocjacji,OLX
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2005,150 KM,Diesel,Sedan,380 000 km,Czarny,Używane,Manualna,Hiszpania,9 900PLN,OTOMOTO
BMW,Seria 3,Unknown,1 796 cm³,2004,116 KM,Benzyna,Kombi,275 000 km,Zielony,Nieuszkodzony,Manualna,Niemcy,10 500 złdo negocjacji,OLX
BMW,Seria 3,E46 (1998-2007),2 171 cm3,2004,170 KM,Benzyna,Kabriolet,297 800 km,Niebieski,Używane,Automatyczna,Unknown,24 900PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),2 993 cm3,2015,258 KM,Diesel,Kombi,334 608 km,Czarny,Używane,Automatyczna,Niemcy,62 900PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2012,183 KM,Diesel,Sedan,168 400 km,Czarny,Używane,Manualna,Unknown,52 000PLN,OTOMOTO
BMW,Seria 3,E46 (1998-2007),2 171 cm3,2001,170 KM,Benzyna+LPG,Sedan,400 500 km,Błękitny,Używane,Manualna,Niemcy,25 000PLN,OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2008,177 KM,Diesel,Kombi,274 000 km,Granatowy,Używane,Manualna,Niemcy,20 900PLN,OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2011,143 KM,Diesel,Kombi,305 000 km,Biały,Używane,Manualna,Unknown,19 500PLN,OTOMOTO
BMW,Seria 3,Unknown,2 000 cm³,2012,188 KM,Diesel,Sedan,360 000 km,Biały,Nieuszkodzony,Automatyczna,Polska,47 990 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 798 cm³,2004,115 KM,Benzyna,Sedan,239 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,5 990 złdo negocjacji,OLX
BMW,Seria 3,Unknown,2 000 cm³,2006,163 KM,Diesel,Kombi,312 000 km,Niebieski,Nieuszkodzony,Automatyczna,Niemcy,18 600 złdo negocjacji,OLX
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2011,143 KM,Diesel,Kombi,305 000 km,Biały,Używane,Manualna,Unknown,19 500PLN,OTOMOTO
BMW,Seria 3,Unknown,1 995 cm³,2007,170 KM,Benzyna,Coupe,230 000 km,Szary,Uszkodzony,Manualna,Niemcy,17 900 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 998 cm3,2016,184 KM,Benzyna,Sedan,114 000 km,Niebieski,Używane,Automatyczna,Unknown,69 999PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2020,184 KM,Benzyna,Kombi,80 000 km,Szary,Używane,Automatyczna,Polska,142 999PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2014,163 KM,Diesel,Kombi,277 000 km,Czarny,Używane,Manualna,Niemcy,41 500PLN,OTOMOTO
BMW,Seria 3,Unknown,2 500 cm³,2000,192 KM,Benzyna,Sedan,338 000 km,Czarny,Nieuszkodzony,Manualna,Polska,11 000 zł,OLX
BMW,Seria 3,Unknown,1 900 cm³,1999,118 KM,LPG,Sedan,250 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,6 300 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 996 cm³,2009,170 KM,Diesel,Kombi,264 019 km,Szary,Nieuszkodzony,Automatyczna,Niemcy,39 000 zł,OLX
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2020,190 KM,Diesel,Kombi,189 035 km,Biały,Używane,Automatyczna,Polska,105 900PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),1 997 cm3,2013,245 KM,Benzyna,Sedan,92 000 km,Srebrny,Używane,Automatyczna,Unknown,60 999PLN,OTOMOTO
BMW,Seria 3,Unknown,2 000 cm³,2009,177 KM,Diesel,Kombi,290 000 km,Czerwony,Nieuszkodzony,Manualna,Słowacja,14 000 złdo negocjacji,OLX
BMW,Seria 3,Unknown,2 000 cm³,2008,177 KM,Diesel,Kombi,230 000 km,Niebieski,Nieuszkodzony,Automatyczna,Unknown,21 000 zł,OLX
BMW,Seria 3,Unknown,1 993 cm³,2014,143 KM,Diesel,Coupe,292 800 km,Czarny,Nieuszkodzony,Manualna,Niemcy,39 900 złdo negocjacji,OLX
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2022,150 KM,Hybryda,Kombi,4 209 km,Biały,Używane,Automatyczna,Polska,171 900PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2023,150 KM,Benzyna,Kombi,10 000 km,Czarny,Używane,Automatyczna,Polska,226 800PLN,OTOMOTO
BMW,Seria 3,Unknown,2 000 cm³,2002,143 KM,LPG,Hatchback,280 000 km,Niebieski,Nieuszkodzony,Manualna,Niemcy,4 500 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 997 cm3,2015,245 KM,Benzyna,Sedan,72 526 km,Biały,Używane,Automatyczna,Stany Zjednoczone,38 000PLN,OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2009,177 KM,Diesel,Coupe,255 000 km,Granatowy,Używane,Manualna,Niemcy,29 500PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),1 598 cm3,2013,170 KM,Benzyna,Sedan,223 500 km,Brązowy,Używane,Manualna,Holandia,44 500PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),2 998 cm3,2016,326 KM,Benzyna,Sedan,133 645 km,Srebrny,Używane,Manualna,Unknown,114 900PLN,OTOMOTO
BMW,Seria 3,Unknown,1 995 cm³,2008,177 KM,Diesel,Kombi,430 000 km,Srebrny,Nieuszkodzony,Manualna,Unknown,14 500 zł,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2013,116 KM,Diesel,Kombi,213 729 km,Czarny,Używane,Manualna,Unknown,32 900PLN,OTOMOTO
BMW,Seria 3,Unknown,1 599 cm³,1982,90 KM,Benzyna,Coupe,280 000 km,Zielony,Nieuszkodzony,Manualna,Unknown,16 500 zł,OLX
BMW,Seria 3,Unknown,2 793 cm³,2000,193 KM,Benzyna,Sedan,326 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,13 500 zł,OLX
BMW,Seria 3,Unknown,1 800 cm³,2006,129 KM,Benzyna,Kombi,230 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,14 500 złdo negocjacji,OLX
BMW,Seria 3,Unknown,2 000 cm³,2006,163 KM,Diesel,Kombi,355 341 km,Szary,Nieuszkodzony,Manualna,Polska,11 000 złdo negocjacji,OLX
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2021,190 KM,Diesel,Auta miejskie,83 000 km,Szary,Używane,Automatyczna,Polska,145 900PLN,OTOMOTO
BMW,Seria 3,Unknown,1 995 cm³,2011,183 KM,Diesel,Kombi,238 146 km,Czarny,Nieuszkodzony,Automatyczna,Niemcy,29 900 zł,OLX
BMW,Seria 3,Unknown,2 000 cm³,2006,173 KM,Benzyna,Sedan,174 000 km,Biały,Nieuszkodzony,Manualna,Polska,24 900 zł,OLX
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2020,184 KM,Hybryda Plug-in,Sedan,64 000 km,Błękitny,Używane,Automatyczna,Belgia,95 500PLN,OTOMOTO
BMW,Seria 3,Unknown,Unknown,2010,335 KM,Benzyna,Kabriolet,207 231 km,Czarny,Nieuszkodzony,Automatyczna,Unknown,36 900 zł,OLX
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2022,156 KM,Benzyna,Sedan,13 440 km,Biały,Używane,Automatyczna,Polska,153 900PLN,OTOMOTO
BMW,Seria 3,Unknown,2 993 cm³,2003,204 KM,Diesel,Kombi,407 000 km,Czarny,Nieuszkodzony,Automatyczna,Unknown,19 500 zł,OLX
BMW,Seria 3,Unknown,1 995 cm³,2013,143 KM,Diesel,Kombi,242 000 km,Szary,Nieuszkodzony,Manualna,Belgia,40 900 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 997 cm3,2015,245 KM,Benzyna,Sedan,199 000 km,Czerwony,Używane,Automatyczna,Unknown,76 000PLN,OTOMOTO
BMW,Seria 3,Unknown,2 500 cm³,2006,218 KM,Benzyna,Sedan,175 000 km,Czarny,Nieuszkodzony,Manualna,Niemcy,49 990 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 995 cm³,2007,170 KM,Benzyna,Coupe,302 km,Czarny,Nieuszkodzony,Manualna,Wielka Brytania,21 900 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2017,190 KM,Diesel,Sedan,148 000 km,Biały,Używane,Automatyczna,Polska,85 000PLN,OTOMOTO
BMW,Seria 3,Unknown,1 600 cm³,2008,110 KM,Benzyna,Sedan,255 000 km,Czarny,Uszkodzony,Manualna,Niemcy,6 999 zł,OLX
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2010,177 KM,Diesel,Kombi,267 000 km,Szary,Używane,Manualna,Unknown,23 900PLN,OTOMOTO
BMW,Seria 3,Unknown,1 895 cm³,2001,Unknown,Benzyna,Kombi,214 000 km,Czarny,Nieuszkodzony,Manualna,Niemcy,9 000 złdo negocjacji,OLX
BMW,Seria 3,E30 (1982-1994),1 997 cm3,2016,184 KM,Benzyna,Sedan,141 000 km,Granatowy,Używane,Automatyczna,Unknown,69 999PLN,OTOMOTO
BMW,Seria 3,Unknown,1 995 cm³,2007,170 KM,Benzyna,Coupe,291 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,29 777 zł,OLX
BMW,Seria 3,G20/G21 (2019-),2 998 cm3,2022,374 KM,Benzyna,Sedan,29 773 km,Granatowy,Używane,Automatyczna,Polska,"325 969,14PLN",OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 995 cm3,2006,129 KM,Benzyna,Kombi,153 000 km,Granatowy,Używane,Manualna,Niemcy,20 000PLN,OTOMOTO
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2013,143 KM,Diesel,Kombi,188 000 km,Czarny,Używane,Automatyczna,Niemcy,52 500PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2019,190 KM,Diesel,Kombi,60 000 km,Szary,Używane,Automatyczna,Unknown,194 900PLN,OTOMOTO
BMW,Seria 3,Unknown,Unknown,2005,150 KM,Diesel,Sedan,356 100 km,Inny kolor,Nieuszkodzony,Manualna,Niemcy,18 999 złdo negocjacji,OLX
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2020,190 KM,Diesel,Sedan,94 000 km,Czarny,Używane,Automatyczna,Polska,139 500PLN,OTOMOTO
BMW,Seria 3,Unknown,2 000 cm³,2013,184 KM,Benzyna,Sedan,180 000 km,Szary,Nieuszkodzony,Automatyczna,Niemcy,57 950 zł,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2018,150 KM,Diesel,Kombi,128 966 km,Srebrny,Używane,Automatyczna,Polska,69 900PLN,OTOMOTO
BMW,Seria 3,Unknown,1 995 cm³,2007,170 KM,Benzyna,Coupe,291 000 km,Czarny,Nieuszkodzony,Manualna,Unknown,29 777 zł,OLX
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2020,190 KM,Diesel,Sedan,94 000 km,Czarny,Używane,Automatyczna,Polska,139 500PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),2 998 cm3,2021,374 KM,Benzyna,Sedan,35 000 km,Niebieski,Używane,Automatyczna,Polska,259 000PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2020,190 KM,Diesel,Sedan,204 600 km,Czarny,Używane,Automatyczna,Dania,103 000PLN,OTOMOTO
BMW,Seria 3,E90/E91/E92/E93 (2005-2012),1 599 cm3,2009,122 KM,Benzyna,Kombi,259 720 km,Czarny,Używane,Manualna,Unknown,17 900PLN,OTOMOTO
BMW,Seria 3,Unknown,3 000 cm³,2001,231 KM,LPG,Sedan,432 000 km,Niebieski,Nieuszkodzony,Manualna,Niemcy,28 800 złdo negocjacji,OLX
BMW,Seria 3,G20/G21 (2019-),2 993 cm3,2020,340 KM,Diesel,Sedan,98 450 km,Czarny,Używane,Automatyczna,Polska,"210 243,67PLN",OTOMOTO
BMW,Seria 3,Unknown,1 796 cm³,2004,115 KM,Benzyna,Hatchback,194 740 km,Czarny,Nieuszkodzony,Manualna,Niemcy,7 000 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 998 cm3,2016,184 KM,Benzyna,Sedan,107 000 km,Czarny,Używane,Automatyczna,Kanada,72 000PLN,OTOMOTO
BMW,Seria 3,Unknown,2 000 cm³,2004,150 KM,Diesel,Kombi,270 000 km,Srebrny,Nieuszkodzony,Manualna,Niemcy,11 300 zł,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2018,190 KM,Diesel,Kombi,104 836 km,Srebrny,Używane,Automatyczna,Niemcy,69 900PLN,OTOMOTO
BMW,Seria 3,Unknown,1 997 cm³,2020,184 KM,Benzyna,Hatchback,73 500 km,Czarny,Nieuszkodzony,Automatyczna,Polska,115 000 złdo negocjacji,OLX
BMW,Seria 3,Unknown,1 600 cm³,1997,105 KM,Benzyna,Coupe,180 000 km,Inny kolor,Nieuszkodzony,Manualna,Unknown,11 900 złdo negocjacji,OLX
BMW,Seria 3,Unknown,2 000 cm³,2007,163 KM,Diesel,Kombi,254 000 km,Inny kolor,Uszkodzony,Automatyczna,Unknown,12 300 zł,OLX
BMW,Seria 3,Unknown,2 793 cm³,1995,193 KM,Benzyna,Coupe,201 991 km,Zielony,Nieuszkodzony,Manualna,Niemcy,39 500 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2015,190 KM,Diesel,Kombi,255 000 km,Szary,Używane,Automatyczna,Unknown,56 900PLN,OTOMOTO
BMW,Seria 3,Unknown,1 995 cm³,2007,163 KM,Diesel,Kombi,330 000 km,Czarny,Nieuszkodzony,Automatyczna,Włochy,21 500 złdo negocjacji,OLX
BMW,Seria 3,F30/F31 (2012-2020),1 995 cm3,2012,163 KM,Diesel,Sedan,241 000 km,Szary,Używane,Automatyczna,Unknown,64 500PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 995 cm3,2019,190 KM,Diesel,Sedan,50 000 km,Czarny,Używane,Automatyczna,Unknown,134 900PLN,OTOMOTO
BMW,Seria 3,G20/G21 (2019-),1 998 cm3,2023,184 KM,Benzyna,Sedan,5 km,Szary,Nowe,Automatyczna,Unknown,254 200PLN,OTOMOTO
BMW,Seria 3,Unknown,Unknown,2004,184 KM,Diesel,Kombi,390 000 km,Czarny,Nieuszkodzony,Automatyczna,Unknown,19 500 złdo negocjacji,OLX
